,headlines,content,date,headlines_en,content_en,stem_headline_en,emotion
482,oproep. wat ga jij eerst doen post-corona?,"op het einde van vorige week is de exitstrategie voor ons land bekendgemaakt. ook al is het einde nog niet meteen in zicht, toch hebben we iets om naar uit te ...",26-04-20,call. what will you do first post-corona?,"at the end of last week's announced exit strategy for our country. even though the end not immediately in sight, we still have something to look forward to ...","['call', 'what', 'will', 'you', 'first', 'post-corona']",joy
483,"coronamars, een wandeltocht in corona tijd","in juni organiseert stichting 40mijl de 'coronamars', een wandeltocht in de corona tijd. dit is een alternatief voor de afgelaste evenementen zoals de ...",26-04-20,"corona march, a hike in corona time","June 40mijl foundation organizes the 'corona march', a hike in the corona time. This is an alternative to the canceled events such as the ...","['corona', 'march', 'hike', 'corona', 'time']",anger
484,"'mijn opa is overleden, en dat wil ik van de daken schreeuwen'",in deze serie laten we nabestaanden aan het woord over hun geliefden die zijn overleden door corona. deze keer een eerbetoon aan han janssen (86) uit ...,26-04-20,"""My grandfather is deceased, and I want to shout from the rooftops'","in this series we let survivors to talk about their loved ones who are deceased by corona. this time, a tribute to han Janssen (86) from ...","['grandfather', 'deceased', 'and', 'want', 'shout', 'from', 'the', 'rooftop']",sadness
485,"vaccin dat apen beschermt tegen corona is al klaar, en dat is ook hoopgevend voor ons",chinese wetenschappers hebben een vaccin klaar dat apen beschermt tegen het nieuwe coronavirus. en dat is niet alleen goed nieuws voor de apen.,26-04-20,"vaccine that protects monkeys against corona is already done, and that is encouraging for us",Chinese scientists have developed a vaccine ready to protect monkeys against the new coronavirus. and that is not just for monkeys good news.,"['vaccine', 'that', 'protects', 'monkey', 'against', 'corona', 'already', 'done', 'and', 'that', 'encouraging', 'for']",guilt
486,zangeres anouk verrast vriend met thuiskomst uit marokko,zangeres anouk is weer thuis. ze is een van de 300 nederlanders die vannacht met een repatriëringsvlucht vanuit marokko op schiphol zijn geland. op een ...,26-04-20,singer Anouk surprised friend to return from Morocco,singer Anouk is back home. She is one of 300 Dutch that tonight landed on a repatriation flight from Morocco to Schiphol. on a ...,"['singer', 'Anouk', 'surprised', 'friend', 'return', 'from', 'Morocco']",joy
487,waarom content ook king blijft op het moment dat corona regeert,'hoe richt ik mijn thuiswerkplek in?' 'wat met mijn inkomen?' of zelfs: 'eenvoudig knutselen met kinderen.' onzekerheid en quarantaine roepen vragen op.,26-04-20,why content remains king also currently governs the corona,"""How I direct my home workplace? ""What about my income?"" or even ""simple crafts with children."" uncertainty and quarantine raise questions.","['why', 'content', 'remains', 'king', 'also', 'currently', 'governs', 'the', 'corona']",disgust
488,bedrijfsleven start taskforce en corona meldpunt,"regio – er zijn zowel landelijk, regionaal als lokaal veel loketten en initiatieven om ondernemers te helpen in deze coronatijd. de taskforce katapult heeft de ...",26-04-20,business start taskforce and corona hotline,"region - there are both national, regional and local offices and many initiatives to help entrepreneurs in the corona time. the task force has the catapult ...","['business', 'start', 'taskforce', 'and', 'corona', 'hotline']",fear
489,corona heeft impact op plaatsing zonnepanelen | woon.,"laat je dit jaar zonnepanelen installeren, dan kan je nog genieten van de terugdraaiende teller. er werd dan ook een rush op zonnepanelen verwacht, meldde ...",26-04-20,solar corona has impact on placement | living.,"lets you install solar panels this year, you can still enjoy the running back counter. There was therefore expected a rush on solar panels, reported ...","['solar', 'corona', 'have', 'impact', 'placement', 'living']",sadness
490,hulpkaarten bij angst en onzekerheid door corona,wat helpt om niet overspoeld te worden door onzekerheid en angst nu er corona heerst? zorgorganisatie trajectum heeft geïllustreerde hulpkaarten ontwikkeld ...,26-04-20,help cards with fear and uncertainty corona,which helps not to be overwhelmed by uncertainty and fear now reigns corona? trajectum care organization has developed illustrated cards help ...,"['help', 'card', 'with', 'fear', 'and', 'uncertainty', 'corona']",fear
491,mma-vechter kharitonov noemt wit-russische president 'de grootste corona-expert',de hele wereld lacht de wit-russische president alexander lukashenko keihard uit omdat hij nog steeds meent dat het coronavirus een soort griepje is. en dat ...,26-04-20,"mma fighter Kharitonov called white-Russian president ""the greatest corona expert '",the world laughs Belarusian President Alexander Lukashenko hard because he still believes that the coronavirus is a type of flu. and that ...,"['mma', 'fighter', 'Kharitonov', 'call', 'white-Russian', 'president', 'the', 'greatest', 'corona', 'expert']",fear
492,opa van rob cross is overleden aan corona,de ene topsporter komt makkelijker door de coronacrisis heen dan de andere. darter rob cross zit in de hoek waar de klappen vallen.,26-04-20,grandpa rob cross is deceased corona,the one athlete comes more easily by the corona crisis over than the other. darter rob cross sits in the corner where the blows fall.,"['grandpa', 'rob', 'cross', 'deceased', 'corona']",sadness
493,rode ster belgrado geeft corona-helden een gratis seizoenkaart,rode ster belgrado heeft grote waardering voor het medische personeel dat zich in servische ziekenhuizen inzet voor het lot van coronapatiënten. de club ...,26-04-20,Red Star Belgrade corona gives heroes a free season pass,Red Star Belgrade highly appreciates the medical staff that is committed in Serbian hospitals for the fate of corona patients. the club ...,"['Red', 'Star', 'Belgrade', 'corona', 'give', 'hero', 'free', 'season', 'pass']",joy
494,corona in limburg: cijfers van 26 april,in limburg zijn tot nu toe in totaal 3.955 mensen positief getest op besmetting met het coronavirus. zeker 1.547 limburgers zijn opgenomen (geweest) in het ...,26-04-20,corona in Limburg: figures for April 26,"in Phoenix so far a total of 3,955 people tested positive for infection with the coronavirus. certainly 1547 Limburg are (were) included in the ...","['corona', 'Limburg', 'figure', 'for', 'April']",fear
495,"minder naar kantoor of school, ook na corona? digitaal ondernemer jo caudron: ""we krijgen een afstandseconomie""","we zullen minder naar kantoor of naar school gaan, ook na corona. dat voorspelt digitaal ondernemer jo caudron in ""de zevende dag"": ""hoe langer deze ...",26-04-20,"less to the office or school, even after corona? digital entrepreneur jo caudron: ""We get away economy '","we will go less to the office or to school, even after corona. that predicts digital entrepreneur jo caudron in ""the seventh day"": ""The longer this ...","['le', 'the', 'office', 'school', 'even', 'after', 'corona', 'digital', 'entrepreneur', 'caudron', 'get', 'away', 'economy']",sadness
496,"""volledig corona-proof"" | de krant","zes coole, spitsvondige kerels. en strava. meer is er niet nodig om nu vrijdag de eerste (onofficiële) belgische wegkoers te organiseren sinds de gp monseré ...",26-04-20,"""Corona full-proof"" | the newspaper","six cool, quirky guys. and strava. more is not necessary now Friday the first (unofficial) Belgian wegkoers organize since the gp Monseré ...","['Corona', 'full-proof', 'the', 'newspaper']",sadness
497,directrice rusthuis test positief op corona. “het crisiscentrum is in haar hart getroffen”,"els meuleman (41), directrice van het woonzorghuis molenkouter in wichelen, testte afgelopen vrijdag positief op het covid-19 virus. “ze heeft lichte symptomen ...",26-04-20,"director nursing home test positive for coronavirus. ""The crisis center has been hit in her heart""","els meuleman (41), director of the residential care home mill coulter in divination, tested positive last Friday on the covid-19 virus. ""She has mild symptoms ...","['director', 'nursing', 'home', 'test', 'positive', 'for', 'coronavirus', 'The', 'crisis', 'center', 'have', 'been', 'hit', 'her', 'heart']",joy
498,kabinet gaat ondanks corona terecht door met klimaatbeleid,"stikstof: op de dag dat minister wopke hoekstra (financiën, cda) het als gevolg van de coronacrisis astronomische begrotingstekort van 92 miljard euro…",26-04-20,Cabinet comes despite corona rightly with climate,"nitrogen from the day that Minister Wopke hoekstra (finance, CDA), as a result of the corona crisis astronomical budget deficit of 92 billion euros ...","['Cabinet', 'come', 'despite', 'corona', 'rightly', 'with', 'climate']",anger
499,saakje (75) overleeft corona en zoon mannes brengt aubade bij haar raam,zwolle – iedere week verblijden 'de zwolse zorgzangers' ouderen en gehandicapten met hun komst maar zaterdag was extra bijzonder voor mannes bel.,26-04-20,Saakje (75) survives corona and son mannes brings aubade at her window,zwolle - rejoice every week 'Zwolle care singers' elderly and disabled with their arrival but Saturday was extra special call for mannes.,"['Saakje', 'survives', 'corona', 'and', 'son', 'mannes', 'brings', 'aubade', 'her', 'window']",sadness
500,liveblog | het laatste nieuws over het coronavirus in,liveblog. de intelligente lockdown blijft tot eind mei grotendeels intact om verspreiding van het nieuwe coronavirus in te dammen.,27-04-20,Live Blog | the latest news about the coronavirus in,live blog. Intelligent lockdown stays until late May largely intact to spread the new coronavirus in curb.,"['Live', 'Blog', 'the', 'latest', 'news', 'about', 'the', 'coronavirus']",joy
501,nieuw-zeeland verklaart corona voor nu 'geëlimineerd',"de overdracht van het coronavirus in nieuw-zeeland is gestopt, laat het land weten. met slechts één nieuwe besmetting op zondag, zei premier jacinda ardern ...",27-04-20,New Zealand declares corona are 'eliminated',"the transfer of the coronavirus in New Zealand has been stopped, has announced the country. with only one new infection on Sunday said Prime jacinda Ardern ...","['New', 'Zealand', 'declares', 'corona', 'are', ""'eliminated""]",disgust
502,amsterdam umc leidt grootschalig onderzoek naar verspreiding corona in verpleeghuizen,het amsterdam umc gaat in samenwerking met verschillende ggd's in nederland een grootschalig onderzoek naar de verspreiding van het coronavirus in ...,27-04-20,Amsterdam UMC leads ranging investigation into distribution corona in nursing homes,The Amsterdam UMC in collaboration with various GCD Netherlands in a large-scale investigation into the spread of the coronavirus in ...,"['Amsterdam', 'UMC', 'lead', 'range', 'investigation', 'into', 'distribution', 'corona', 'nursing', 'home']",sadness
503,is er al een medicijn in de maak dat werkt tegen corona?,"dagelijks overlijden nog altijd veel mensen door het coronavirus. mensen die herstellen, doen dat zonder medicijn, want dat is er nog niet. marieke, thomas en ...",27-04-20,there is already a drug in the pipeline works against corona?,"daily death still many people coronavirus. People who recover do so without medication, because that is not there yet. marieke, Thomas and ...","['there', 'already', 'drug', 'the', 'pipeline', 'work', 'against', 'corona']",fear
